doc_id,accident_id,text,event_polarity,topic_id
2785,724,SkyWest maintenance also performed the instructions in the MHIRJ Fault Isolation Manual for the STEERING INOP caution message but was unable to determine why the message occurred.,NEGATIVE,-1
2786,724,Safran reported that the unit failed the return-to-center element of the ATP. The unit exceeded the allowable 4 seconds to return to center after it was fully displaced in both directions (left and right).,NEGATIVE,18
2787,724,"The electrohydraulic servo valve operated normally and met ATP specifications except for null bias. The null bias shift was small (measured at 0.21 mA, maximum allowable was 0.16 mA).",NEGATIVE,18
2788,724,The steering selector valve passed all functional elements of the ATP but failed one nonfunctional element (the insulation resistance test at 500 VDC). The resistance criteria was 500 megohms or greater; the tested value was 7 megohms.,NEGATIVE,18
2789,724,"The NLG wire harness passed all ATP elements except for the dielectric strength test at 550 VDC. Disassembly of the harness found two broken shield wires, which are used for a health monitoring function and do not affect steering.",NEGATIVE,18
2790,724,"The hydraulic manifold passed all ATP elements except for the “Flow1” test, which required the hydraulic fluid flow to be between 0.95 and 1.40 gallons per minute. The flow was measured as 1.41 gallons per minute.",NEGATIVE,18
2791,724,"About 3 seconds later, while at an airspeed of about 71 knots, the airplane began a right turn.",NEGATIVE,-1
2792,725,"The captain reported that he attempted to obtain rest, however, he “couldn’t get to sleep.”",NEGATIVE,-1
2793,725,"He was awake for approximately 12 hours since his last prolonged period of rest, and three hours since his nap, prior to the incident occurring.",NEGATIVE,-1
2794,725,"If a crew member called in fatigued, it resulted in a mandatory fatigue report and a forfeiture of sick leave hours.",NEGATIVE,1
2795,726,but the flight crew landed on runway 28L instead.,NEGATIVE,9
2796,726,"The flight crew stated that the FMCs came back on when the airplane was between 700 and 1,000 feet above ground level, but no approach guidance was displayed.",NEGATIVE,-1
2797,726,The airplane then aligned with and landed on runway 28L instead of runway 28C at 0944:42 and subsequently turned right to exit the runway.,NEGATIVE,9
2798,726,The airplane then aligned with and landed on runway 28L instead of runway 28C at 0944:42 and subsequently turned right to exit the runway.,NEGATIVE,9
2799,727,"On June 21, 2022, about 1738 eastern daylight time, RED Air flight 203, a Boeing MD-82, HI-1064, overran the end of runway 9 at Miami International Airport (MIA), Miami, Florida, after the left main landing gear (main landing gear) failed shortly after landing. The airplane impacted a concrete and steel structure in the grassy area to the left of the runway and came a stop shortly afterward. A postcrash fire ensued while the airplane was being evacuated.",NEGATIVE,0
2800,727,"overran the end of runway 9 at Miami International Airport (MIA), Miami, Florida, after the left main landing gear (main landing gear) failed shortly after landing.",NEGATIVE,3
2801,727,The airplane impacted a concrete and steel structure in the grassy area to the left of the runway and came a stop shortly afterward.,NEGATIVE,-1
2802,727,A postcrash fire ensued while the airplane was being evacuated.,NEGATIVE,-1
2803,727,"the left main landing gear collapsed under the airplane with about 6,930 feet remaining on the runway.",NEGATIVE,3
2804,727,"The airplane skidded on its left wing down the runway, veered to the left, and the right wing impacted a glideslope equipment building and antenna.",NEGATIVE,-1
2805,727,"The airplane skidded on its left wing down the runway, veered to the left, and the right wing impacted a glideslope equipment building and antenna.",NEGATIVE,-1
2806,727,"The airplane skidded on its left wing down the runway, veered to the left, and the right wing impacted a glideslope equipment building and antenna.",NEGATIVE,-1
2807,727,"The airplane’s nose gear and right main landing gear collapsed, and the airplane came to a stop.",NEGATIVE,3
2808,727,"The airplane’s nose gear and right main landing gear collapsed, and the airplane came to a stop.",NEGATIVE,3
2809,727,Limited dampening capability is available when the main landing gear strut is fully extended.,NEGATIVE,3
2810,727,The forward right overwing exit hatch was found on the cabin floor leaning against the seatbacks forward of the exit.,NEGATIVE,-1
2811,727,One left overwing exit hatch was found on the trailing edge of the left wing.,NEGATIVE,-1
2812,727,the other left overwing hatch was found on the cabin floor.,NEGATIVE,-1
2813,727,"Rubber deposits from the left main landing gear tires were found on the runway (see figure 9). These deposits grew in amplitude, indicating an increasing shimmy.",NEGATIVE,3
2814,727,"The markings became more arched and noncontinuous, consistent with the axle/wheels turning about the vertical axis.",NEGATIVE,-1
2815,727,"Further examination of the shimmy damper revealed impact damage to the cap, housing, and several of the 10 housing bolts.",NEGATIVE,-1
2816,727,"Breakout torque was measured for each housing bolt. The specified torque was between 116 and 126 inch-pounds, but none of the measured torques were within that range.",NEGATIVE,-1
2817,727,"one of the five Belleville washers (the second one from the piston face), which was fractured due to ductile separation.",NEGATIVE,6
2818,727,"The check valve/service port was removed from the housing, and the valve cap was not present.",NEGATIVE,8
2819,727,The right main landing gear collapsed into the wheel well and was in that position when the airplane came to rest.,NEGATIVE,3
2820,727,"All components were intact and undamaged except for the bungee cylinder upper hydraulic tube, which was fractured, and the position of the lock links, which was slightly short of center.",NEGATIVE,-1
2821,727,"The accident flight data recorder did not record the time parameter in coordinated universal time; thus, a correlation from the flight data recorder’s subframe reference numbers to local times was initially not conducted.",NEGATIVE,-1
2822,727,There was a post-crash fire as a result of the right-wing making contact with a concrete and steel structure in the grassy area to the left of the runway.,NEGATIVE,-1
2823,727,ARFF personnel reported seeing fire and heavy smoke while en route to the accident site.,NEGATIVE,16
2824,727,1738:01 Sound of mechanical squeal,NEGATIVE,17
2825,727,1738:02 Sound of light “thunk”,NEGATIVE,17
2826,727,1738:05 Sound of second light “thunk”,NEGATIVE,17
2827,727,"1738:07 Sound of increasing shimmy, and sound similar to airplane sliding begins",NEGATIVE,17
2828,728,"Hawaiian Airlines flight 3, an Airbus A330-243, N393HA, experienced a pitch trim anomaly while climbing out of Los Angeles International Airport (LAX), Los Angeles, California.",NEGATIVE,0
2829,728,"the trimmable horizontal stabilizer (THS) control wheel (also referred to as the trim wheel) began to move “very quickly” forward and after, causing small pitch oscillations.",NEGATIVE,-1
2830,728,"The crew stated that, when the autopilot was off, the trim wheel continued to move erratically but did not affect flight control and stability.",NEGATIVE,-1
2831,728,"The crew then reengaged the autopilot, and the small pitch oscillations resumed.",NEGATIVE,-1
2832,728,"Additional flight control faults were annunciated on the airplane during flights on October 3 (pitch trim override), October 22 (flight control primary computer No. 3/pitch trim actuator electric motor), and November 3 and 5, 2022 (flight control primary computer No. 1 pitch fault/pitch trim actuator). In response, multiple THS components were replaced, including a flight control primary computer (No. 3), the MON and COM RVDTs, and another pitch trim actuator.",NEGATIVE,-1
2833,728,An operational check of the actuators’ three microswitches found that each microswitch measured beyond the CMM limits for movement.,NEGATIVE,-1
2834,728,An internal friction torque test measurement test found that the internal friction torque was above the CMM limit.,NEGATIVE,-1
2835,728,"The No. 1 digital electronic module was tested because recorded flight data showed oscillations between consistent values, which is characteristic of a digital issue. The oscillations were below the threshold to trigger a fault and result in a system changeover to another digital electronic module.",NEGATIVE,-1
2836,728,The module failed the leakage test because the recorded pressure was below the minimum limit specified in the CMM.,NEGATIVE,18
2837,729,"Air Wisconsin flight 3318, a Bombardier CL-600-2B19, N447AW, sustained minor damage during a runway excursion after landing on runway 24L at James M. Cox Dayton International Airport (DAY), Dayton, Ohio.",NEGATIVE,0
2838,729,The airplane sustained minor impact damage to the left wingtip and a puncture in the left wing’s leading edge.,NEGATIVE,2
2839,729,The airplane sustained minor impact damage to the left wingtip and a puncture in the left wing’s leading edge.,NEGATIVE,2
2840,73,"a Bombardier Aerospace CRJ-200, N830AS, experienced a fire on the ground shortly after external power was applied to the airplane in preparation for flight.",NEGATIVE,-1
2841,73,it had burned a hole through the left upper cockpit crown skin.,NEGATIVE,-1
2842,73,The damage consisted of an oblong area of fuselage burnthrough with a maximum height of 16 inches and a maximum width of 6 inches.,NEGATIVE,2
2843,73,Surrounding the area of burnthrough was an area of fuselage skin with the paint having been burnt off.,NEGATIVE,-1
2844,73,"Along the periphery of the bare aluminum area was a region of black, charred, and bubbling paint.",NEGATIVE,10
2845,73,The front of the wardrobe unit had sustained fire damage along the top portion.,NEGATIVE,10
2846,73,"The top section was heavily damaged and its top and inboard facing portions of the enclosure had burned away, allowing exposure of its internal components.",NEGATIVE,10
2847,73,The insulation had burned away in the frame section above the junction box extending up to where the wardrobe unit would have ended.,NEGATIVE,10
2848,73,The components in the frame section after of the section containing the junction box were significantly less damaged.,NEGATIVE,10
2849,73,The foam padding type insulation in this frame section was charred beginning just above the black electrical boxes.,NEGATIVE,10
2850,73,"The insulation on all of the wiring from a height of approximately 40 inches above floor level, in both of the frame sections, was burned away. The wiring below this level was still sheathed with insulation and, with the exception of soot, was not compromised by the fire.",NEGATIVE,10
2851,73,"In the forward frame section the fire damaged insulation extended further down, including a small area at floor level.",NEGATIVE,10
2852,73,Adhering to the insulation in these lower areas of fire damage were re-solidified blobs of aluminum and plastic material.,NEGATIVE,10
2853,73,This compartment was heavily fire damaged and large portions of the aluminum case and its entire front cover were burned away.,NEGATIVE,10
2854,73,"Both had sustained extensive thermal damage. The contactors were disassembled to examine the interior components. Although the internal components exhibited severe thermal damage, the contacts did not appear to be stuck or have signs of melting or excessive pitting.",NEGATIVE,-1
2855,73,A portion of the case enclosing the internal components of the K1XB contactor appeared to have sustained more thermal damage on the inside surface than on the outside. This damage consisted of a portion of the case having melted and was surrounded by an area that appeared to have reached its incipient melting temperature.,NEGATIVE,-1
2856,73,"The stack up of the hardware on the stud connectors was the following: Nut, lock-washer, flat-washer, lug, nut, lock-washer, flat-washer. Below the last washer there would have been a phenolic material that was consumed by the fire.",NEGATIVE,-1
2857,73,The pressure indicator on the cylinder indicated 0 psi. The minimum dispatch pressure for the oxygen system would have been no less than 1400 psi.,NEGATIVE,18
2858,730,"On December 18, 2022, about 1007 Hawaii standard time, Hawaiian Airlines flight 35, an Airbus A330-200, N393HA, was operating at FL400 about 65 nautical miles north­northeast of Kahului, Hawaii, when the airplane encountered severe turbulence.",NEGATIVE,0
2859,730,who confirmed injuries in the cabin that needed medical attention,NEGATIVE,1
2860,730,The flight attendant also stated that the cabin interior “doesn’t look good.”,NEGATIVE,1
2861,730,The crew stated that the airplane “hit 40 degrees of bank” and that passengers had been injured.,NEGATIVE,2
2862,730,"At 1100:20, one of the flight crewmembers visually confirmed that the cabin had structural damage.",NEGATIVE,-1
2863,730,"even though the airplane “dumped everything,” including the autopilot and authothrottle, all electrical systems stayed on.",NEGATIVE,-1
2864,730,"At 1102:39, the flight crew discussed that about 12 people were injured.",NEGATIVE,1
2865,730,"The AC noted that flight attendant injuries “occur at a disproportionately high rate compared to other crewmembers and other cabin occupants because [flight attendants] spend more time in the passenger cabin unseated and, therefore, unbelted.”",NEGATIVE,1
2866,730,A passenger who had left her seat to go to the lavatory reported that she felt the airplane shake; she then “flew” face first into lavatory ceiling and was “thrown abruptly” onto the floor.,NEGATIVE,1
2867,730,she then “flew” face first into lavatory ceiling and was “thrown abruptly” onto the floor.,NEGATIVE,1
2868,730,she then “flew” face first into lavatory ceiling and was “thrown abruptly” onto the floor.,NEGATIVE,1
2869,730,Flight attendant 4 stated that she hit the ceiling twice.,NEGATIVE,1
2870,730,because the handset there had been damaged by the turbulence,NEGATIVE,7
2871,730,"The flight crew must be aware that the weather radar does not detect weather that has small droplets (e.g. clouds or fog), or that does not have droplets (e.g. clear air turbulence).",NEGATIVE,4
2872,730,"If the top of the storm cell is at or above 25 000 feet, the flight crew should not overfly, because the aircraft may encounter turbulence stronger than expected.",NEGATIVE,7
2873,730,"The flight crew should not attempt to enter a storm cell, or overfly its top by less than 5,000 feet, because the aircraft may encounter severe turbulence.",NEGATIVE,7
2874,730,"The flight crew should not attempt to enter a storm cell, or overfly its top by less than 5,000 feet, because the aircraft may encounter severe turbulence.",NEGATIVE,7
2875,731,"As her left foot touched the ground, her right leg lifted off the ground and moved upward, and her torso entered the engine inlet.",NEGATIVE,1
2876,731,"Immediately afterward, her left leg lifted off the ground and entered the engine inlet.",NEGATIVE,1
2877,731,"In December 2021, a Piedmont Airlines manager completed an employee corrective action form about the ramp agent, which indicated that she had been demonstrating unsatisfactory performance on the airport ramp related to task management.",NEGATIVE,-1
2878,731,"Another employee corrective action form about the accident ramp agent, dated August 2022 (about 4 months before the accident), stated in part that she had been “asked on numerous occasions” to ensure that her appearance was consistent with company standards.",NEGATIVE,-1
2879,731,"Due to her injuries, her brain was not available for examination.",NEGATIVE,-1
2880,731,"A figure associated with this information warned, “DO NOT APPROACH ANY AIRCRAFT WITH ENGINES OPERATING.”",NEGATIVE,4
2881,732,He failed to open the hot spot note and read 'Aircraft landing runway 4R and exiting left onto taxiway K sometimes fail to hold short of runway 4L/22R and runway 8L/26R',NEGATIVE,9
2882,732,The hot spot description did not advise pilots of the proximity of the runway 4L hold-short line after landing on runway 4R.,NEGATIVE,9
2883,732,The airport moving map display did not include the Jeppesen airport diagram ball note stating that wide-body and four-engine turbojet airplanes landing on runway 4R should roll to the end of the runway and that a left turn at taxiway K was not allowed without tower approval.,NEGATIVE,9
2884,735,"Delta Air Lines flight 1092, a Boeing 717-200, sustained substantial damage when the nose landing gear did not extend before landing at Charlotte Douglass International Airport (CLT), Charlotte, North Carolina.",NEGATIVE,0
2885,735,A manual gear extension was attempted without success.,NEGATIVE,3
2886,735,Fatigue striations were not resolvable within 0.043 inch of the fracture origin,NEGATIVE,6
2887,736,"a Boeing 737 MAX-9, N37516, powered by two CFM International LEAP-1B28 turbofan engines, operated as United Airlines Flight 2376, experienced a No. 1 (left) engine fire during taxi-in after landing at Newark Liberty International Airport (EWR), Newark, New Jersey.",NEGATIVE,0
2888,736,Maintenance personnel observed evidence of a fuel leak under the No. 1 engine at the gate.,NEGATIVE,8
2889,736,The No. 1 engine thrust reverser doors were opened for visual inspection and heat damage and sooting were observed on the engine cases and external components.,NEGATIVE,-1
2890,736,analysis concluded that there was insufficient evidence to determine how long a fuel leak may have occurred from the fuel nozzles 17 and 18 pilot secondary inlet.,NEGATIVE,8
2891,736,CFM LEAP series engine fuel nozzle coking has driven early and repetitive fuel nozzle replacements throughout the fleet.,NEGATIVE,8
2892,736,"Excessive fuel nozzle coking can result in engine start issues, decreased performance, and premature engine wear including loss of thrust and in-flight shutdown.",NEGATIVE,-1
2893,736,"In certain cases, excessive fuel nozzle coking can also result in increased fuel flow through certain fuel nozzles leading to distress of the high pressure turbine static structures.",NEGATIVE,-1
2894,737,"On July 29, 2023, about 1034 central daylight time (CDT), United Airlines flight 702, a Boeing 767-322, N641UA, sustained substantial damage while landing at George Bush Intercontinental Airport (IAH), Houston, Texas.",NEGATIVE,0
2895,737,"The first officer stated that, after the main landing gear touched down, he held after pressure on the control yoke to keep the nosewheel from hitting the runway, but the nosewheel contacted the runway with “abnormal force.”",NEGATIVE,-1
2896,737,"The airplane seemed to bounce, and the first officer reacted by pulling the control yoke after to keep the nosewheel from impacting the runway a second time.",NEGATIVE,5
2897,737,"A postaccident examination of the airplane revealed damage to the crown of the upper fuselage. The fuselage skin was buckled and fractured, as shown in figure 1, with damage to the underlying stringers and frames.",NEGATIVE,2
2898,737,"These accidents occurred when the pilots applied large nose-down control column deflections after main landing gear touchdown, which resulted in large nose-down pitch rates and high vertical velocities at the nose gear.",NEGATIVE,3
2899,737,flight data recorder data also showed that the airplane rolled to the left and that the right main landing gear lifted off the runway’s surface.,NEGATIVE,3
2900,737,If the speedbrakes do not extend automatically move the speedbrake lever to the UP position without delay.,NEGATIVE,-1
2901,738,"At 0833:42, as the airplane was descending through 2,330 feet pressure altitude, the number 1 IDG, connected to engine 1, experienced an over frequency fault and was taken offline by the number 1 generator control unit (GCU).",NEGATIVE,13
2902,738,"At about 0834:25, the airplane’s number 2 IDG experienced an over frequency fault, which caused the number 2 GCU to take the number 2 IDG offline.",NEGATIVE,13
2903,738,"The loss of the second (both) IDG, without the auxiliary power unit powered and online, caused the airplane to enter the emergency electrical configuration.",NEGATIVE,13
2904,738,"If an IDG fault occurs, an amber fault message will illuminate on the respective generator control push button switch indicating the channel is offline.",NEGATIVE,13
2905,738,"The data revealed that the number 1 IDG had previously tripped during flights on July 29th and July 30th. On each occasion, the GCU recorded an over frequency fault that caused the number 1 GCU to take the number 1 IDG offline.",NEGATIVE,13
2906,738,"First, the number 1 GCU recorded an over frequency fault with the number 1 IDG, at 0833:42 airplane ship time. The fault caused the number 1 GCU to take the number 1 IDG offline and transfer its electrical load to the number 2 IDG.",NEGATIVE,13
2907,738,The fault caused the number 1 GCU to take the number 1 IDG offline and transfer its electrical load to the number 2 IDG.,NEGATIVE,13
2908,738,"Then, at about 0834:25, the number 2 GCU recorded an over frequency fault from the number 2 IDG (Note: The time was estimated by the loss of DFDR data associated with the reversion to emergency electrical configuration), which caused the electrical system to automatically revert to the EMER ELEC configuration.",NEGATIVE,13
2909,738,which caused the electrical system to automatically revert to the EMER ELEC configuration.,NEGATIVE,13
2910,738,"When each IDG was opened, flecks of bronze-colored metal from the cylinder block bore bushings were noted on the IDG’s internal components and in the hydraulic fluid filters.",NEGATIVE,8
2911,739,"On August 20, 2023, about 2315 Pacific daylight time (PDT), Alaska Airlines flight 1288, a Boeing 737-800, N516AS, sustained substantial damage when the left main landing gear collapsed after landing on runway 20R at John Wayne-Orange County Airport (SNA), Santa Ana, California.",NEGATIVE,0
2912,739,The left main landing gear after trunnion pin had fractured approximately perpendicular to the length of the pin at its midspan.,NEGATIVE,3
2913,739,"the fracture surface exhibited dimpled rupture, which was consistent with subsequent overstress fracture of the pin during the accident landing.",NEGATIVE,-1
2914,739,"Overall, the fracture features of the thumbnail crack were consistent with multiple crack initiation sites along the facets of the intergranular region. These smaller cracks had coalesced during early crack propagation, as evidenced by the ratchet marks in that portion of the fatigue crack.",NEGATIVE,6
2915,739,"These smaller cracks had coalesced during early crack propagation, as evidenced by the ratchet marks in that portion of the fatigue crack.",NEGATIVE,6
2916,739,"During landing Roll, 15 seconds after touchdown, at speed 36 knots, left main landing gear after trunnion pin broke and aircraft started deviating to the left of center line.",NEGATIVE,3
2917,739,The aircraft came to stop on runway with damage to the LH landing gear and resting on LH engine.,NEGATIVE,3
2918,739,was about to vacate the runway via taxiway N9 when the right main landing gear collapsed.,NEGATIVE,3
2919,739,"During landing, at the moment of touch, a loud noise was heard by the cabin crew.",NEGATIVE,17
2920,739,"The crack depth steadily increased over time, corresponding with an expected increase in crack growth rate.",NEGATIVE,6
2921,74,"a FedEx Boeing (McDonnell Douglas) MD-11 crashed upon landing at Narita International Airport (NRT), Narita, Japan.",NEGATIVE,0
2922,740,"cumulonimbus cloud development, which was the catalyst for the turbulence encounter.",NEGATIVE,7
2923,740,25 and advised them of the severe turbulence report from DAL175,NEGATIVE,7
2924,741,"The airplane had no maintenance issues before the flight, and the push-back, engine start, and taxi were all uneventful.",NEGATIVE,4
2925,741,The flight crew declared an emergency and the airplane sustained substantial damage during the emergency landing.,NEGATIVE,2
2926,741,"while preparing to land, the landing gear failed to extend normally.",NEGATIVE,3
2927,741,The landing gear also failed to extend using the alternate extension system.,NEGATIVE,3
2928,741,"CVR data indicated that, at 2249:45, they reached their planned approach flaps configuration of 20 degrees and attempted to lower the landing gear",NEGATIVE,3
2929,741,A triple chime was audible at 2249:50,NEGATIVE,17
2930,741,"the captain said, “Gear disagree.”",NEGATIVE,3
2931,741,"The first officer confirmed, “Gear disagree. The gear is not coming down.”",NEGATIVE,3
2932,741,"The jumpseat occupant attempted to open the L1 door (see figure 3, upper photo). The door rotated halfway open but would not open fully, and the slide did not deploy.",NEGATIVE,-1
2933,741,"The jumpseat occupant then attempted to open the R1 door, but it lodged on the slide pack.",NEGATIVE,-1
2934,741,The event was classified as an accident because the airplane sustained substantial damage.,NEGATIVE,2
2935,741,Postaccident examination of the EPAS found that both the left and right door power-assist bottles were depleted.,NEGATIVE,-1
2936,741,"Once lifted, FedEx maintenance personnel attempted to extend the landing gear using the alternate extension system. However, when the ALTN GEAR EXTEND switch was moved to its down position, the landing gear doors did not open and the main landing gear and NLG did not extend.",NEGATIVE,3
2937,741,"The maintenance personnel attempted to service the left hydraulic system reservoir, but when hydraulic fluid was pumped into the left system, hydraulic fluid was observed to be leaking from the left landing gear door area.",NEGATIVE,18
2938,741,A borescope examination of the internal portion of the hose was performed. A tear in the PTFE inner liner was observed approximately two inches from the end of the straight-end fitting (see figure 8). This tear is in the area of broken wire braid strands.,NEGATIVE,10
2939,741,Some CRES wires were visibly protruding through the tear in the PTFE inner liner.,NEGATIVE,10
2940,741,FedEx did not have any records of the hydraulic hose before delivery.,NEGATIVE,4
2941,741,"As previously stated, the landing gear alternate extension system did not function as required during the accident flight or the initial examination of the airplane.",NEGATIVE,3
2942,741,Electrical system inspections of the alternate extension system found no electrical continuity between the ALTN GEAR EXTEND switch and the AEPP.,NEGATIVE,3
2943,741,A visual examination of the alternate extension system wiring revealed a break (open) in a wire between the circuit breaker and the alternate gear extend switch.,NEGATIVE,3
2944,741,"The door was armed and unarmed repeatedly by a Boeing representative. The armed indicator just above the door handle did not pop out; however, it was popped out when the NTSB survival factors investigators arrived.",NEGATIVE,-1
2945,741,"During a production line functional test on L2 in 1985, the escape slide latch prematurely released, dropping the slide pack inside the airplane.",NEGATIVE,-1
2946,741,"This resulted in the opened slide cover jamming in the door cutout, which prevented further door opening.",NEGATIVE,-1
2947,741,Boeing subsequently received notification from a non-US operator that its inspection of four 757 doors found three with bannis latches that did not comply with automatic dependent surveillance 86-09-09 and 2001-15-01.,NEGATIVE,-1
2948,741,"The accident airplane was operated by multiple carriers before FedEx acquired it, and the NTSB does not have maintenance records for these other carriers.",NEGATIVE,0
2949,741,"Although the R1 door was eventually opened despite the incorrectly configured latch, the NTSB is concerned that it hindered an emergency evacuation.",NEGATIVE,-1
2950,741,The NTSB’s review of the Boeing 757 and FedEx aircraft maintenance manuals (AMMs) and the Boeing illustrated parts catalog (IPC) found that all contained inconsistent depictions of the bannis latch configuration as required by automatic dependent surveillance 86-09-09 6 and 2001-15-01.,NEGATIVE,-1
2951,741,"At 2224:09, the indicated quantity of hydraulic fluid in the left hydraulic system and the left hydraulic system pressure started to decrease.",NEGATIVE,18
2952,741,A left hydraulic system low quantity indication and master caution were recorded shortly thereafter.,NEGATIVE,18
2953,741,"however, data indicate the landing gear was not in the down and locked position.",NEGATIVE,3
2954,742,"a FedEx Boeing 767-300F, registration N287FE, powered by two General Electric CF6-80C2 turbofan engines, experienced a No. 1 (left) engine fire during initial climb from Memphis International Airport, Memphis, Tennessee, USA.",NEGATIVE,0
2955,742,Ground inspection of the No. 1 engine with the cowls and thrust reverser opened revealed the engine experienced an undercowl fire.,NEGATIVE,-1
2956,742,The main fuel pump’s (MFP) fuel inlet flange was found fractured and still bolted and attached to the engine’s main fuel supply line.,NEGATIVE,8
2957,742,The exposed MFP fracture surface appeared melted (Figure 1).,NEGATIVE,6
2958,742,Fractographic analysis confirmed melting and resolidification of the fracture surfaces with no evidence of a mechanical failure mode.,NEGATIVE,6
2959,742,A small area of coking was found on the hydromechanical unit’s (HMU) idler adapter pad sealing surface where an upper fuel crossover tube attaches (Figure 2).,NEGATIVE,8
2960,742,Two of these threaded inserts were found protruding/pulled out from the adapter pad.,NEGATIVE,8
2961,743,"a Boeing 717-200, N494HA, operated by Hawaiian Airlines as flight 105, sustained minor damage when it was involved in an incident while taxiing for departure at Kahului Airport (OGG), Maui, Hawaii.",NEGATIVE,-1
2962,743,One ramp worker sustained minor injuries.,NEGATIVE,1
2963,743,"because auto abort protection was not available during a manual start, the crew was required to monitor engine parameters for start exceedances and abort the start in the event of an exceedance.",NEGATIVE,-1
2964,743,"The position of the rocker switch was not documented immediately after the incident, and its position at the time of the incident could not be determined.",NEGATIVE,4
2965,743,"The captain reported that he normally saw a rotating yellow light on top of the tow tractor, but could not recall a light being illuminated on the incident tow tractor.",NEGATIVE,-1
2966,743,The airport surveillance video indicated that the incident tractor’s yellow beacon light was not illuminated during the pushback or at the time of the collision (see figure 4).,NEGATIVE,-1
2967,743,"he stated, “I think I did say that…it was kind of dark out there. I don’t recall seeing anything on the left side.”",NEGATIVE,-1
2968,744,a bird ingestion occurred in the left engine during the initial climb out.,NEGATIVE,-1
2969,744,"After the bird ingestion, the left engine’s core speed (N2) was below 62 percent rpm which would have de-energized the engine’s running relay and subsequently closed the pressure regulating shutoff valve (PRSOV).",NEGATIVE,-1
2970,744,"After the bird ingestion, the left engine’s core speed (N2) was below 62 percent rpm which would have de-energized the engine’s running relay and subsequently closed the pressure regulating shutoff valve (PRSOV).",NEGATIVE,-1
2971,744,"About 28 seconds later, the left engine’s N1 stabilized at 6 percent rpm with an oil tank quantity of 3.5 quarts.",NEGATIVE,14
2972,744,"When the LRD activates due to excessive vibration, engine oil enters the compressor upstream of the pneumatic bleed ports, which supply bleed air to the cabin and flight deck.",NEGATIVE,-1
2973,745,"On January 18, 2024, Atlas Air flight 3885, a Boeing 747-87UF, N859GT, sustained minor damage as a result of a No. 2 (left inboard) undercowl engine fire after departure from Miami International Airport (MIA), Miami, Florida.",NEGATIVE,0
2974,745,followed by a FIRE engine 2 warning message on their engine indicating and crew alerting system displays,NEGATIVE,-1
2975,745,"Simultaneously, the fire warning light illuminated",NEGATIVE,13
2976,746,"On February 6, 2024, about 15:55 eastern standard time, United Airlines (UAL) flight 1539, a Boeing 737-8, N47280, experienced “stuck” rudder pedals during the landing rollout at Newark Liberty International Airport (EWR), Newark, New Jersey.",NEGATIVE,0
2977,746,"In a post-incident statement, the captain reported that during the landing rollout, the rudder pedals did not move in response to the “normal” application of foot pressure while attempting to maintain the runway centerline.",NEGATIVE,5
2978,746,"While on the high-speed turnoff, the captain asked the first officer to check his rudder pedals and he reported the same problem.",NEGATIVE,5
2979,746,That testing found that the torque to move the servo’s output crank arm was significantly beyond the specified design limits.,NEGATIVE,-1
2980,746,"Because the servo output crank arm is mechanically connected to the rudder input torque tube, the restricted movement of the servo’s output crank arm would prevent the rudder pedals from moving as observed during flight 1539 and the test flight.",NEGATIVE,5
2981,747,"On February 10, 2024, about 15:43 eastern standard time (EST), United Airlines (UAL) flight 1890, a Boeing 777-222ER, N788UA, experienced moderate turbulence when descending to flight level (flight level) 190 inbound to the Newark Liberty International Airport (EWR), Newark, New Jersey.",NEGATIVE,0
2982,748,"American Airlines flight 1632, a Boeing 737-823, N991AN, experienced a brake system anomaly after landing on runway 17L at the Dallas-Fort Worth International Airport (DFW), Dallas-Fort Worth, Texas. The airplane came to a stop in the paved overrun area beyond the south end of the runway threshold",NEGATIVE,0
2983,748,"Approximately one second after touchdown, the autobrake parameter changed from “No Auto Brake” to “Auto Brake applied” then immediately reverted to “No Auto Brake” indicating that the autobrakes had deactivated",NEGATIVE,-1
2984,748,"According to flight data recorder data, at 19:42:28, the airplane experienced several abrupt changes in acceleration, consistent with an overrun beyond the runway threshold.",NEGATIVE,12
2985,748,The ANTISKID INOP amber light comes on if the built-in test card in the AACU detects a fault in the antiskid system.,NEGATIVE,13
2986,748,When certain faults (including an open antiskid inboard or outboard circuit breaker) are detected in the antiskid system the autobrake system becomes inoperative.,NEGATIVE,-1
2987,748,The ANTISKID INOP amber light comes on if the built-in test card in the AACU detects a fault in the antiskid system.,NEGATIVE,-1
2988,748,When certain faults (including an open antiskid inboard or outboard circuit breaker) are detected in the antiskid system the autobrake system becomes inoperative.,NEGATIVE,-1
2989,748,The left and right main landing gear outboard tires (Goodyear) showed significant damage: Tire number 1...Exhibited a flat spot worn through all plies. The rupture extended across both sidewalls near the outer rim. The tire was torn in an “X” pattern originating from the initial rupture. Tire number 4...Also exhibited a flat spot worn through all plies. Torn in an “X” pattern from the rupture point. Several long strands of fabric cord were exposed between the ply layers.,NEGATIVE,-1
2990,748,"Specifically, the hydraulic hoses supplying the number 3 and number 4 main landing gear brakes were inadvertently swapped at their connections to the flow limiters (see figure 1).",NEGATIVE,-1
2991,748,"The effect of the flexible hydraulic hoses being swapped when a skid occurs, results in the non-skidding wheel getting the brake pressure release intended for the wheel on the same main landing gear that is skidding, and the skidding wheel would receive the (potentially full) metered brake pressure due to its brake not being released.",NEGATIVE,-1
